人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
打越町,1861,881,980,123,136,187,157,194,212,160,166,180,271,189,158,165,174,108,71,39,33,11,8,0
内田町,1320,642,678,69,117,120,107,128,129,99,136,144,162,123,123,146,112,113,66,35,21,11,1,0
内坪井町,651,287,364,17,30,31,82,77,70,46,55,52,80,69,70,68,51,59,41,21,13,6,0,0
江越１丁目,550,277,273,119,62,49,29,26,107,144,105,46,32,23,22,18,17,16,9,3,0,0,0,0
江越２丁目,255,126,129,41,26,19,22,26,66,62,30,16,20,19,8,8,7,4,6,1,0,0,0,0
画図町大字上無田,682,323,359,30,57,78,92,66,56,42,51,78,92,88,56,55,40,35,41,27,16,5,0,0
画図町大字重富,1391,696,695,91,192,219,158,110,90,110,161,247,214,121,114,83,54,48,30,27,10,6,1,1
画図町大字下江津,2725,1292,1433,196,224,261,304,296,281,219,242,287,367,278,281,243,183,158,107,57,18,10,5,0
画図町大字下無田,1037,494,543,66,80,97,92,115,80,57,77,97,154,110,114,94,86,75,50,49,25,10,3,0
画図町大字所島,696,353,343,38,64,83,91,81,67,44,47,90,109,72,68,46,43,35,33,18,15,4,1,0
江津１丁目,2715,1225,1490,255,200,217,230,232,275,289,231,238,297,283,267,269,233,190,138,60,27,9,0,0
榎町,1998,941,1057,116,145,240,229,212,191,139,173,244,262,205,217,171,175,106,58,33,20,3,0,0
大江１丁目,1960,965,995,86,96,127,189,534,228,140,148,176,192,168,147,152,161,147,109,74,35,12,4,0
大江２丁目,1940,971,969,139,179,173,171,294,187,207,243,212,229,218,127,111,117,113,94,64,21,8,4,0
大江３丁目,1171,602,569,135,118,142,106,134,128,148,184,154,158,100,70,45,53,37,38,10,12,1,0,0
大江４丁目,1448,617,831,70,86,115,175,200,184,106,163,139,157,128,105,90,116,92,57,51,21,5,3,2
大江５丁目,752,322,430,33,34,59,90,103,64,63,50,62,71,72,62,73,60,57,51,27,27,12,4,0
大江６丁目,1133,488,645,69,83,103,84,119,122,81,108,115,130,143,93,69,92,84,52,35,26,10,3,0
大江本町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大窪１丁目,246,119,127,25,20,17,19,32,29,29,11,19,29,24,24,26,33,15,5,4,1,3,0,0
大窪２丁目,240,118,122,10,13,12,30,34,24,22,25,19,37,20,24,19,29,17,10,9,4,0,0,0
大窪３丁目,278,134,144,12,22,37,31,34,16,8,29,42,43,43,15,15,32,16,8,6,2,0,1,0
大窪４丁目,311,154,157,38,12,21,25,105,55,32,20,11,44,17,28,20,16,9,4,5,3,0,0,0
大窪５丁目,1015,497,518,76,64,117,145,123,125,98,92,140,128,115,88,56,73,35,23,6,4,1,2,1
大鳥居町,238,119,119,5,29,31,17,22,10,10,28,44,25,12,17,25,32,28,9,6,4,3,0,0
岡田町,612,273,339,30,47,46,39,71,90,48,51,71,57,59,54,63,30,50,32,20,22,2,3,0
沖新町,2252,1083,1169,163,174,256,178,166,206,210,248,214,217,227,208,218,241,179,98,53,54,22,3,0
奥古閑町,1804,849,955,102,141,178,166,143,147,106,155,183,193,174,173,186,199,133,107,76,59,27,4,1
小島上町,884,410,474,60,56,89,72,60,70,67,67,94,102,99,76,116,86,77,52,30,15,4,2,0
小島下町,139,62,77,9,3,4,4,9,23,9,4,8,10,10,30,13,16,15,10,23,1,0,0,0
尾ノ上１丁目,2211,1043,1168,170,186,237,228,238,249,245,227,290,281,207,163,140,136,110,57,51,31,8,0,0
尾ノ上２丁目,1585,776,809,194,203,203,153,156,200,205,235,261,169,98,78,72,48,47,16,7,13,3,0,0
尾ノ上３丁目,1403,691,712,172,184,143,119,120,164,173,234,153,172,90,103,61,76,69,20,25,11,5,0,0
尾ノ上４丁目,1841,906,935,191,164,178,178,241,235,248,218,201,222,196,145,135,79,53,31,22,9,1,0,0
帯山１丁目,3008,1403,1605,274,274,293,320,307,270,344,314,304,354,288,210,231,204,164,120,85,41,11,3,0
帯山２丁目,1411,646,765,125,155,132,123,140,115,162,197,163,166,113,88,101,86,91,43,36,11,10,0,0
帯山３丁目,2865,1349,1516,223,204,265,249,304,306,275,260,326,321,239,224,250,296,232,107,62,50,14,7,0
帯山５丁目,2786,1313,1473,186,264,289,263,243,255,249,291,296,300,219,220,226,332,232,107,79,28,18,1,1
帯山６丁目,998,478,520,84,70,99,96,94,125,113,107,122,120,67,63,86,100,61,35,18,10,5,1,0
帯山７丁目,2120,1051,1069,164,188,221,268,299,273,202,211,258,254,198,177,134,120,88,43,38,26,8,1,0
帯山８丁目,590,290,300,86,53,32,42,91,128,76,79,66,68,42,36,20,26,14,11,8,1,1,0,0
帯山９丁目,820,378,442,85,82,69,86,96,118,125,119,107,89,56,40,50,32,18,11,10,4,0,0,1
小峯１丁目,529,235,294,33,34,44,61,56,59,43,38,49,70,72,49,46,30,38,22,9,8,3,0,0
小峯２丁目,1225,597,628,144,130,142,138,150,130,172,138,139,161,116,68,61,51,42,16,16,3,3,0,2
小峯３丁目,810,390,420,71,88,82,84,100,95,101,97,93,93,84,63,49,34,37,14,9,4,1,1,0
小峯４丁目,399,192,207,59,40,39,48,44,56,62,35,60,39,41,10,15,15,16,10,2,0,0,0,0
小山町,5732,2816,2916,505,534,613,646,671,586,534,615,636,735,538,473,398,313,275,166,158,90,50,12,0
鹿帰瀬町,402,203,199,22,33,45,56,31,18,37,37,51,63,33,30,21,44,35,23,15,10,1,0,0
梶尾町,2752,1330,1422,263,284,268,251,243,190,230,313,304,345,212,251,286,238,201,96,58,36,12,1,0
鍛冶屋町,79,29,50,6,2,0,3,27,20,14,6,2,1,4,2,4,7,5,1,3,1,0,0,0
春日１丁目,802,353,449,43,47,54,60,91,84,59,62,69,90,93,71,92,88,55,48,26,18,4,1,0
春日２丁目,371,171,200,15,4,15,21,49,45,17,33,33,45,58,44,29,52,35,23,14,6,2,2,0
春日３丁目,907,412,495,34,59,59,89,63,96,63,75,83,99,92,92,76,99,106,62,31,27,12,2,0
春日４丁目,1355,626,729,85,75,90,117,138,167,95,122,131,177,132,144,112,122,108,67,41,37,18,1,2
春日５丁目,788,382,406,39,30,63,80,102,86,49,57,64,107,96,89,90,58,59,46,36,13,3,3,0
春日６丁目,569,251,318,16,30,35,45,52,46,32,33,33,58,73,61,61,67,71,56,27,17,3,4,0
春日７丁目,1335,631,704,142,83,83,78,146,165,150,136,116,155,111,141,124,126,79,60,42,16,9,4,0
春日８丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鹿子木町,1355,613,742,227,112,108,101,122,240,145,97,104,134,102,87,66,55,64,58,55,53,20,17,1
釜尾町,265,132,133,20,31,18,28,36,11,21,20,20,46,19,15,19,32,38,10,11,0,2,0,0
上鍛冶屋町,181,87,94,13,14,14,17,20,10,22,26,22,48,28,8,3,8,8,5,2,0,0,0,0
上京塚町,39,23,16,10,1,1,20,0,8,7,6,2,0,2,2,3,0,0,0,0,0,0,0,0
上熊本１丁目,1417,657,760,69,121,157,196,192,120,76,119,157,230,159,153,106,105,37,39,27,7,3,1,0
上熊本２丁目,600,283,317,67,55,46,47,52,60,92,69,73,90,48,58,34,22,30,18,12,7,3,0,0
上熊本３丁目,1953,943,1010,161,204,282,239,326,196,191,232,281,221,133,115,86,66,50,46,34,28,3,2,0
上水前寺１丁目,413,194,219,22,25,29,32,71,59,51,19,56,42,46,44,27,21,35,12,9,6,0,1,0
上水前寺２丁目,1884,844,1040,256,252,156,148,145,199,246,215,181,180,145,118,135,126,89,72,37,18,9,1,0
上通町,421,181,240,16,18,25,41,29,33,34,32,36,57,45,45,37,44,45,26,21,11,2,5,0
上南部町,2166,1015,1151,175,228,212,231,238,198,214,244,203,283,221,150,149,145,126,72,56,22,11,1,2
上林町,387,116,271,12,12,34,99,24,27,15,28,14,41,34,27,34,38,26,19,15,2,2,0,0
辛島町,1254,674,580,116,94,118,187,339,170,121,142,125,121,113,56,47,57,50,39,15,13,4,1,0
川口町,2626,1270,1356,147,138,214,233,248,207,209,201,262,315,297,266,297,309,231,143,89,70,17,3,0
川尻１丁目,425,198,227,38,21,33,32,32,36,24,31,43,54,39,46,39,50,45,27,14,12,7,0,0
川尻２丁目,192,88,104,7,11,21,15,29,15,22,12,16,21,20,14,18,14,20,9,12,2,2,0,0
川尻３丁目,745,364,381,24,50,64,66,82,44,59,44,78,103,87,59,83,74,76,46,38,22,10,0,0
川尻４丁目,755,331,424,26,31,38,75,92,71,42,36,47,85,110,79,97,71,70,43,50,19,3,1,0
川尻５丁目,324,141,183,7,14,27,31,27,22,17,35,37,33,37,25,34,53,33,12,11,6,1,3,0
川尻６丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河内町大多尾,491,244,247,42,39,36,28,42,44,34,55,39,39,51,55,63,53,50,23,21,16,5,0,0
河内町面木,78,38,40,2,9,4,6,8,3,10,2,10,11,4,5,7,13,7,9,4,1,1,0,0
河内町河内,2003,933,1070,110,125,189,203,152,126,156,141,191,239,198,193,211,222,188,100,112,64,14,2,0
河内町白浜,1121,532,589,85,81,99,86,110,85,127,105,66,136,116,127,103,103,93,58,35,26,11,1,0
河内町岳,833,394,439,35,50,76,66,71,52,54,70,76,94,99,91,100,92,65,49,57,24,5,1,0
河内町東門寺,214,105,109,14,26,31,15,20,13,13,25,14,26,12,18,19,20,20,22,1,3,2,2,3
河内町野出,842,386,456,56,60,87,61,67,46,66,77,78,78,73,85,92,82,73,45,45,40,15,2,0
河内町船津,2406,1130,1276,155,145,229,234,142,175,208,222,217,285,242,205,256,283,213,152,81,70,12,10,0
川端町,45,22,23,5,3,12,2,4,3,2,3,5,4,7,3,0,0,7,2,3,0,2,0,0
河原町,56,26,30,0,1,2,2,8,3,2,2,4,7,5,8,7,11,11,6,2,0,1,0,0
北迫町,181,87,94,13,15,9,18,25,8,10,11,15,24,18,11,28,16,19,14,12,1,0,1,0
北千反畑町,429,180,249,11,21,40,48,46,43,20,17,30,60,36,39,40,43,40,35,25,11,1,3,0
京塚本町,2068,959,1109,84,169,172,207,245,205,136,164,163,244,245,166,160,166,158,149,116,52,25,0,1
京町１丁目,1199,526,673,67,59,76,117,122,133,133,92,129,143,117,117,114,86,77,57,44,27,9,6,0
京町２丁目,1221,552,669,110,132,115,90,93,98,151,161,154,113,88,97,80,92,66,60,39,22,11,1,0
草葉町,288,109,179,10,20,11,28,16,20,24,36,41,41,23,29,34,29,15,9,9,2,0,0,0
楠１丁目,1570,698,872,51,76,125,147,160,112,94,108,141,161,183,196,222,179,129,101,50,29,3,1,0
楠２丁目,948,501,447,72,95,82,93,73,152,120,74,84,102,72,124,94,97,57,20,15,14,6,3,0
楠３丁目,91,40,51,2,4,10,7,4,4,7,4,7,9,7,12,16,17,7,6,6,1,1,0,0
楠４丁目,1327,637,690,109,117,115,167,164,149,94,117,149,187,149,130,115,82,51,38,21,7,3,0,0
楠５丁目,1061,489,572,60,81,89,128,101,73,75,70,118,121,116,116,149,111,65,29,31,13,3,0,1
楠６丁目,501,253,248,51,57,38,51,65,65,59,51,57,65,54,41,46,17,10,18,8,0,1,0,0
楠７丁目,1209,553,656,70,155,151,99,116,103,112,154,141,123,103,106,128,87,57,26,16,10,5,0,0
楠８丁目,823,386,437,90,53,86,87,79,120,115,61,63,80,101,103,69,30,32,19,14,7,0,0,0
楠野町,1130,536,594,46,96,134,148,113,88,67,114,130,151,148,111,106,81,52,36,28,14,2,0,1
九品寺１丁目,1122,503,619,34,42,68,95,168,146,118,83,118,161,128,124,88,88,66,48,23,19,8,0,0
九品寺２丁目,626,279,347,29,26,41,42,129,85,72,27,47,78,45,46,46,63,55,34,23,14,3,0,0
九品寺３丁目,1939,885,1054,121,148,171,190,266,237,197,261,224,225,161,122,162,124,95,50,37,26,5,2,0
九品寺４丁目,706,315,391,49,37,25,43,87,75,83,98,45,68,58,52,68,78,43,44,41,15,10,2,0
九品寺５丁目,1396,671,725,101,91,92,154,200,152,164,137,109,170,141,138,133,104,77,52,28,11,13,0,0
九品寺６丁目,471,216,255,26,30,25,35,66,67,46,49,50,52,44,43,51,29,28,19,10,11,5,1,0
黒髪１丁目,1408,652,756,63,87,129,127,276,143,146,109,106,132,121,130,122,130,107,62,31,31,7,0,1
黒髪２丁目,1742,878,864,39,47,77,215,663,187,78,69,105,158,151,167,121,137,146,115,77,48,17,2,1
黒髪３丁目,971,476,495,37,50,88,104,278,117,65,90,84,89,62,58,60,81,82,49,22,23,8,0,0
黒髪４丁目,1403,740,663,55,82,75,183,489,168,105,124,97,108,99,105,98,102,90,67,53,28,11,3,1
黒髪５丁目,1846,933,913,93,93,96,219,610,213,124,120,132,201,139,115,120,129,89,96,84,64,31,7,4
黒髪６丁目,902,462,440,54,55,66,110,259,77,97,89,73,92,58,64,81,75,44,40,15,9,4,2,0
黒髪８丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黒髪町大字坪井,330,146,184,52,39,36,36,26,15,58,42,45,33,25,19,14,17,10,6,1,2,0,0,0
神水１丁目,1706,764,942,103,118,145,145,162,151,155,133,132,181,127,146,146,161,149,107,89,69,44,6,1
神水２丁目,1377,610,767,104,84,100,120,116,114,129,138,129,133,139,124,121,125,118,87,60,27,18,1,0
慶徳堀町,22,9,13,0,0,0,0,3,9,6,0,2,0,0,0,5,1,1,2,0,2,0,0,0
健軍１丁目,1381,636,745,104,112,136,141,144,182,129,167,164,151,131,99,88,89,73,47,33,15,10,1,1
健軍２丁目,1244,767,477,61,51,331,502,118,175,126,93,105,117,73,66,53,51,46,14,13,13,3,0,0
健軍３丁目,2267,1069,1198,226,212,203,198,248,321,270,277,281,273,203,171,121,122,79,60,39,23,7,2,0
健軍４丁目,1793,826,967,118,94,111,182,195,224,165,169,172,224,165,167,171,152,123,87,61,23,14,2,0
健軍５丁目,228,99,129,14,14,15,17,30,22,20,29,25,18,24,16,19,23,20,11,8,0,0,2,0
健軍本町,301,151,150,30,24,29,40,34,13,30,37,55,58,51,20,5,9,7,2,3,4,0,1,0
小糸山町,1336,655,681,168,148,137,138,128,169,177,148,149,137,111,105,76,57,66,37,28,10,2,0,0
幸田１丁目,524,261,263,38,56,52,41,37,55,51,60,51,55,52,53,62,50,24,21,14,9,4,0,0
幸田２丁目,565,279,286,63,77,59,53,52,38,84,67,75,74,32,42,38,41,33,7,6,1,2,0,0
紺屋阿弥陀寺町,33,16,17,2,0,5,4,4,7,0,0,1,5,5,3,5,4,3,0,0,1,0,0,0
紺屋今町,104,40,64,6,0,2,2,15,13,16,8,13,7,15,10,10,7,3,11,4,2,0,0,0
紺屋町１丁目,20,11,9,3,5,3,3,0,0,3,0,7,4,2,0,0,0,0,1,0,0,0,0,0
紺屋町２丁目,55,23,32,7,0,5,3,4,7,2,2,2,5,5,7,11,7,3,5,3,0,0,0,0
紺屋町３丁目,99,49,50,6,8,0,3,12,31,18,19,5,4,5,4,15,8,3,4,2,1,0,0,0
子飼本町,662,318,344,15,19,26,39,209,85,52,31,46,61,54,57,42,62,67,47,35,21,11,0,1
国府１丁目,1477,649,828,81,71,117,124,166,168,132,134,120,178,145,134,136,109,116,71,63,42,19,0,0
国府２丁目,2021,910,1111,135,118,153,345,183,203,180,167,200,186,178,173,178,186,156,88,56,31,12,3,0
国府３丁目,3176,1520,1656,306,299,315,296,341,385,411,437,374,376,312,216,175,163,118,89,47,24,7,4,1
国府４丁目,1170,564,606,70,77,85,130,136,121,117,90,119,172,114,83,107,100,83,62,40,19,6,0,3
国府本町,1464,699,765,146,100,124,149,159,160,189,152,132,191,126,114,119,96,67,69,38,21,9,2,0
小沢町,454,181,273,33,32,34,31,31,35,58,43,40,56,45,41,41,32,22,31,16,10,3,1,0
古城町,104,45,59,4,5,2,8,6,11,8,7,4,15,11,17,12,13,11,6,8,1,0,0,0
壺川１丁目,994,445,549,67,54,59,95,97,88,81,63,88,138,97,91,88,73,92,62,58,31,13,3,1
壺川２丁目,552,261,291,24,71,71,42,47,23,23,74,91,76,56,38,30,50,44,25,15,11,2,0,0
湖東２丁目,1338,616,722,73,88,95,98,144,155,98,86,126,118,161,123,127,142,115,88,56,41,18,1,1
湖東３丁目,840,394,446,51,61,63,78,75,75,91,57,77,96,67,85,80,87,82,45,38,24,1,1,0
琴平１丁目,817,365,452,42,26,48,34,101,111,83,56,53,80,65,98,93,111,75,50,25,26,3,2,0
琴平２丁目,1065,529,536,148,98,85,96,109,136,148,124,113,131,90,63,70,50,46,37,31,13,5,1,0
琴平本町,1708,744,964,50,83,122,153,185,172,118,130,169,224,176,129,153,177,160,111,84,36,17,3,0
呉服町１丁目,127,46,81,6,8,4,6,23,13,16,14,7,4,8,20,16,9,6,4,4,4,0,1,0
呉服町２丁目,146,67,79,13,4,8,11,26,23,12,10,10,19,23,14,15,9,4,5,2,3,1,1,0
呉服町３丁目,92,38,54,6,7,2,12,5,5,10,10,7,10,9,9,9,11,5,3,5,3,2,0,0
米屋町１丁目,213,81,132,20,13,10,6,39,32,40,21,29,19,24,11,7,8,6,5,4,0,0,0,0
米屋町２丁目,261,123,138,21,18,29,14,26,35,29,26,34,35,30,24,29,14,7,5,2,6,0,0,0
米屋町３丁目,234,93,141,12,4,14,30,34,38,17,23,16,43,25,19,12,11,11,11,2,4,1,0,0
御領１丁目,1419,711,708,169,137,180,150,165,183,159,179,185,197,122,80,58,64,50,21,18,7,5,1,0
御領２丁目,1205,563,642,99,95,131,149,122,139,111,103,139,137,130,108,117,63,56,44,14,7,4,0,0
御領３丁目,1158,569,589,119,102,94,102,167,180,159,120,96,123,137,91,92,54,39,23,13,15,1,0,0
御領４丁目,272,129,143,33,35,20,12,32,35,32,45,24,35,15,23,21,17,10,6,3,3,0,0,0
御領５丁目,676,328,348,52,47,81,99,83,72,55,64,83,92,62,52,49,43,29,20,9,7,2,2,1
御領６丁目,222,117,105,20,21,19,25,55,33,11,34,23,19,33,16,15,9,2,1,2,1,0,0,0
御領７丁目,214,110,104,20,19,18,12,33,63,35,24,23,20,16,18,11,9,3,0,0,0,0,0,0
護藤町,1586,713,873,96,111,173,127,136,124,117,133,148,190,179,135,156,125,124,69,73,51,28,4,0
細工町１丁目,106,48,58,9,3,8,6,13,21,10,11,9,12,8,12,11,7,6,3,1,3,1,0,0
細工町２丁目,55,31,24,6,2,4,6,4,6,6,1,10,8,2,8,4,2,9,3,4,0,1,0,0
細工町３丁目,172,72,100,14,8,13,20,16,19,9,18,14,22,19,16,20,7,6,11,5,6,1,0,0
細工町４丁目,252,99,153,16,13,11,20,39,40,22,26,13,31,36,23,16,6,15,15,6,3,0,0,0
細工町５丁目,56,26,30,4,5,3,3,5,6,3,6,3,9,6,7,2,3,7,6,1,2,1,0,0
栄町,600,269,331,21,39,61,48,54,45,51,62,51,63,49,47,45,59,71,46,33,17,4,3,0
桜木１丁目,752,350,402,71,81,70,77,67,104,89,65,92,79,61,65,61,37,42,20,15,4,2,0,0
桜木２丁目,752,364,388,55,79,76,82,77,70,89,91,71,79,64,76,68,60,36,20,10,11,1,1,0
桜木３丁目,777,380,397,85,69,99,75,69,67,79,94,94,97,69,58,48,61,41,24,9,11,7,1,0
桜木４丁目,1118,531,587,97,136,143,129,95,117,103,143,163,136,109,69,63,65,44,18,10,8,1,0,0
桜木５丁目,501,249,252,27,51,45,45,48,58,74,53,57,56,61,38,60,27,26,11,12,1,0,0,0
桜木６丁目,43,22,21,4,3,6,1,3,2,5,2,4,7,2,4,8,6,5,2,0,0,1,0,0
桜町,272,123,149,7,7,8,27,27,57,32,26,13,36,30,27,31,20,15,12,9,10,0,1,0
佐土原１丁目,1733,842,891,164,192,226,225,186,158,210,222,229,239,162,112,87,56,50,26,24,5,1,1,0
佐土原２丁目,227,117,110,12,8,23,28,38,23,6,15,23,36,33,25,22,18,12,13,7,2,0,0,0
佐土原３丁目,1347,635,712,112,92,135,141,156,173,134,134,177,185,115,81,118,79,77,48,17,5,3,0,0
三郎２丁目,941,427,514,59,43,52,85,114,84,91,81,67,100,76,81,81,150,91,50,22,30,8,3,0
島崎１丁目,2842,1301,1541,261,219,245,217,324,363,338,344,307,348,261,194,207,159,161,84,62,35,12,2,0
島崎２丁目,2717,1289,1428,249,206,231,215,354,379,339,300,259,320,217,247,212,175,119,79,54,33,15,3,0
島崎３丁目,1404,657,747,71,96,108,149,134,130,107,109,132,183,155,125,129,129,121,72,62,39,9,0,1
島崎４丁目,817,392,425,41,48,71,84,103,63,70,62,62,132,71,70,78,76,67,53,31,20,2,2,3
島崎５丁目,1994,934,1060,132,163,180,212,210,181,155,166,209,266,188,162,141,188,145,111,56,44,14,4,1
島崎６丁目,2104,889,1215,168,146,172,198,219,187,150,169,185,269,197,179,143,165,143,93,96,68,36,7,3
島崎７丁目,1917,933,984,144,134,162,193,197,216,166,199,189,243,232,198,196,149,76,66,55,24,10,1,0
清水亀井町,2442,1135,1307,211,175,189,180,268,291,236,240,235,289,262,193,215,239,158,89,55,31,16,4,1
清水東町,1385,659,726,120,70,78,113,171,181,142,113,116,142,153,112,129,152,97,74,51,20,10,0,0
清水本町,2878,1384,1494,157,206,286,357,290,217,221,234,277,407,387,285,356,220,152,97,69,37,7,0,0
清水町大字打越,3000,1429,1571,247,296,317,260,276,338,335,283,286,342,343,328,346,198,99,70,37,20,6,2,0
清水町大字松崎,153,75,78,11,30,22,15,13,4,12,29,24,20,24,8,6,7,1,2,0,0,0,0,0
清水町大字室園,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
清水万石１丁目,655,307,348,54,28,50,67,95,80,49,41,62,93,75,63,62,47,38,22,19,12,4,1,0
清水万石２丁目,231,105,126,18,28,24,5,18,24,33,23,13,18,31,18,29,9,20,11,6,6,0,0,2
清水万石３丁目,621,281,340,39,45,34,57,79,75,42,33,43,77,76,60,60,73,37,33,21,15,2,1,0
清水万石４丁目,1148,531,617,131,58,80,98,128,175,100,89,71,106,139,100,119,94,67,60,30,23,7,4,0
清水万石５丁目,813,375,438,58,72,65,68,76,100,68,76,71,102,91,94,73,58,38,30,32,13,3,0,0
下硯川町,2061,987,1074,214,235,195,195,208,283,184,256,258,251,189,152,107,106,86,61,37,23,7,1,0
下通１丁目,276,130,146,6,9,15,26,25,25,22,26,32,27,33,38,30,30,32,18,8,2,2,0,0
下通２丁目,385,174,211,16,8,13,30,53,50,47,38,54,50,49,24,34,25,26,16,19,6,1,0,0
下南部１丁目,320,155,165,11,21,14,24,67,52,23,25,26,34,41,34,39,24,13,9,14,2,2,0,0
