人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,704,333,371,46,53,55,56,50,30,71,64,80,73,64,67,51,66,82,45,47,24,8,4,1
秋津１丁目,738,362,376,54,50,65,78,52,47,57,47,93,89,75,88,87,41,51,33,36,29,19,9,0
秋津２丁目,942,434,508,81,72,89,97,57,92,99,51,100,96,110,109,76,86,58,32,38,21,11,1,0
秋津３丁目,778,367,411,84,96,91,81,43,63,74,79,94,73,75,49,45,62,42,41,17,26,5,5,0
秋津新町,78,34,44,0,0,0,6,6,3,1,3,5,6,9,12,6,16,12,6,8,4,5,2,2
秋津町秋田,2119,950,1169,60,87,148,185,154,182,109,141,138,180,182,309,287,297,213,144,107,80,49,13,4
秋津町沼山津,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1285,602,683,91,108,71,75,84,90,111,123,124,105,131,141,138,168,88,91,80,53,10,4,1
安政町,90,35,55,2,0,6,10,4,4,9,8,4,10,11,10,10,19,5,3,4,4,2,0,0
井川淵町,145,57,88,9,5,9,9,3,14,15,13,18,19,8,13,10,8,12,14,14,6,3,0,0
池亀町,769,385,384,47,34,37,42,86,65,85,68,69,67,52,63,85,114,91,65,41,28,10,5,0
池田１丁目,2591,1244,1347,130,146,193,222,217,162,162,229,267,289,283,254,295,337,194,136,122,113,65,16,3
池田２丁目,2769,1348,1421,119,178,188,266,262,189,217,237,290,316,249,245,281,293,220,188,178,128,46,25,2
池田３丁目（北区）,1857,845,1012,101,91,101,144,100,142,128,149,125,170,162,147,178,265,185,158,144,145,56,8,3
池田３丁目（西区）,669,373,296,42,26,23,54,100,52,58,61,57,71,66,90,65,77,66,58,42,17,12,5,0
池田４丁目,543,300,243,34,21,9,60,138,72,52,53,44,48,29,27,54,61,49,33,30,11,16,2,0
池上町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1235,535,700,56,50,59,76,118,108,89,80,107,108,164,175,122,135,87,73,77,57,25,4,0
出水２丁目,588,262,326,23,34,47,52,28,26,35,48,51,55,54,70,64,85,63,37,28,27,20,3,0
出水３丁目,1311,604,707,104,79,107,155,96,81,105,111,143,156,157,101,135,122,84,66,46,47,13,7,0
出水４丁目（中央区）,1363,650,713,88,101,151,120,86,91,114,93,193,132,167,112,99,123,103,88,77,43,28,4,0
出水４丁目（東区）,118,55,63,9,1,10,4,11,6,8,2,10,13,10,6,24,19,9,9,10,8,3,1,0
出水５丁目,1942,911,1031,117,146,172,168,115,126,132,150,227,204,207,151,205,232,144,119,104,80,43,10,1
出水６丁目,3548,1669,1879,235,280,302,277,230,295,377,357,430,363,337,328,336,314,238,186,180,107,35,10,0
出水７丁目,2508,1170,1338,189,145,152,159,144,140,187,212,208,239,216,219,205,275,253,237,253,164,62,18,1
出水８丁目,1931,897,1034,176,140,119,134,118,110,191,155,165,172,175,178,236,182,178,133,125,101,32,7,1
和泉町,352,181,171,19,22,28,38,14,20,41,30,35,19,23,24,46,51,39,23,24,28,8,1,0
板屋町,15,7,8,0,0,2,0,1,0,0,2,3,0,1,0,2,5,2,1,2,1,0,0,0
出仲間１丁目,771,368,403,69,78,73,53,49,64,72,90,84,80,63,92,90,74,43,28,17,9,7,4,0
出仲間２丁目,513,227,286,35,37,47,26,30,52,49,42,61,49,38,37,45,44,41,39,34,20,6,8,0
出仲間３丁目,825,398,427,91,75,79,83,69,99,108,107,88,90,68,74,65,57,28,21,8,10,3,0,0
出仲間４丁目,1201,579,622,102,106,111,127,96,79,84,93,148,153,139,78,84,90,90,100,68,21,8,2,1
出仲間５丁目,688,344,344,57,60,80,77,52,45,55,47,107,96,105,51,39,47,31,30,24,18,10,1,0
出仲間６丁目,1014,481,533,85,80,82,77,82,99,76,114,107,91,117,99,97,126,53,33,32,30,15,0,0
出仲間７丁目,1110,495,615,86,93,106,88,77,59,81,131,107,105,106,115,100,108,70,62,51,34,23,3,0
出仲間８丁目,583,284,299,48,41,44,59,47,45,43,51,53,88,74,59,50,46,34,37,28,13,4,3,0
出仲間９丁目,349,159,190,65,28,17,20,45,47,58,46,45,19,38,14,24,19,8,6,6,0,3,0,0
今町,863,394,469,37,29,42,52,58,44,39,52,61,90,69,66,118,136,105,85,73,54,24,20,3
魚屋町１丁目,12,3,9,0,0,0,0,0,0,1,2,1,0,1,0,1,3,5,0,0,0,1,0,0
魚屋町２丁目,12,6,6,1,0,2,0,1,0,2,0,3,0,0,0,0,0,2,4,1,2,0,0,0
魚屋町３丁目,5,4,1,0,0,0,0,0,0,0,2,0,0,0,2,0,3,2,0,0,0,0,0,0
海路口町,298,141,157,38,36,15,26,21,24,28,31,42,21,26,32,21,21,17,12,10,14,4,0,0
薄場町,42,18,24,3,4,8,3,3,4,0,2,11,8,2,0,2,6,1,2,0,1,0,0,0
打越町,1691,802,889,103,124,82,106,100,136,144,138,168,164,141,172,157,241,164,118,95,92,37,9,2
内田町,1210,598,612,73,77,76,86,75,91,78,87,124,101,112,138,139,155,105,103,86,71,26,5,0
内坪井町,714,320,394,31,55,65,56,36,56,46,71,74,102,58,56,56,78,49,59,38,27,17,4,0
江越１丁目,822,403,419,102,50,47,63,83,96,109,83,98,123,111,72,62,41,27,20,12,14,10,2,0
江越２丁目,2491,1170,1321,265,297,203,162,131,128,245,282,275,208,181,201,278,269,205,145,93,66,20,6,1
画図町大字上無田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
画図町大字重富,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
画図町大字下江津,14,7,7,0,0,0,0,2,2,0,2,0,0,0,1,2,6,2,0,1,3,0,0,0
画図町大字下無田,930,444,486,67,78,59,51,54,58,76,74,102,69,76,70,88,159,93,84,64,33,13,6,0
画図町大字所島,836,390,446,50,98,93,76,35,35,61,79,104,79,63,69,95,102,61,45,28,32,16,5,0
江津１丁目,1307,592,715,47,61,85,84,89,92,78,105,117,137,143,138,158,111,137,91,108,81,25,10,2
江津２丁目（中央区）,79,31,48,3,0,1,4,12,4,3,5,2,9,18,8,4,9,12,8,2,2,3,1,0
江津２丁目（東区）,233,112,121,16,14,14,19,6,15,9,20,30,20,17,27,29,25,19,36,20,8,1,0,0
榎町,2028,969,1059,146,130,130,165,146,108,130,165,199,199,220,195,233,252,186,170,126,71,18,7,1
大江１丁目,2201,1091,1110,82,119,119,190,291,194,224,210,207,255,240,192,238,207,173,139,93,66,37,13,3
大江２丁目,1248,639,609,122,92,55,111,108,152,126,163,135,104,120,131,110,104,81,53,51,41,17,10,1
大江３丁目,1964,936,1028,246,216,189,161,146,110,239,263,266,272,184,159,106,117,64,55,51,34,19,3,0
大江４丁目,1672,717,955,72,90,121,119,129,129,133,149,166,177,190,197,128,198,130,100,66,60,32,3,0
大江５丁目,840,368,472,31,46,40,52,93,85,51,70,63,92,107,72,70,107,69,44,55,35,21,5,0
大江６丁目,1799,807,992,114,177,167,148,148,106,127,149,290,286,197,148,110,123,106,82,48,45,30,5,0
大江本町,544,251,293,24,21,22,26,56,56,71,43,49,63,61,67,60,58,40,32,26,12,8,0,0
大窪１丁目,217,100,117,23,7,7,9,13,27,21,24,23,10,8,18,26,22,19,21,14,22,3,0,0
大窪２丁目,297,158,139,11,14,6,15,20,16,22,35,32,21,35,40,31,54,37,21,17,18,6,4,0
大窪３丁目,270,129,141,11,9,12,7,14,37,29,23,24,20,16,12,53,39,31,23,12,17,9,1,0
大窪４丁目,302,158,144,30,16,4,15,23,50,40,52,38,26,30,26,18,47,10,23,9,1,0,1,1
大窪５丁目,775,354,421,42,41,17,57,52,30,75,57,53,71,75,71,92,105,105,92,45,37,9,3,0
大鳥居町,214,113,101,15,11,5,14,7,13,23,12,18,20,11,26,39,34,13,13,16,21,13,2,1
岡田町,489,234,255,24,33,45,28,29,62,44,55,58,49,46,34,54,34,43,33,34,9,4,5,0
沖新町,1828,883,945,86,115,108,151,131,123,159,118,130,164,220,224,174,187,182,163,131,104,27,13,1
奥古閑町,863,437,426,91,42,72,72,72,73,80,88,70,84,100,97,108,92,31,30,40,34,11,11,2
小島上町,94,46,48,3,6,4,2,3,6,7,2,8,7,11,3,11,19,17,11,10,4,5,1,0
小島下町,617,308,309,38,33,48,45,29,49,42,46,46,43,50,57,80,106,49,57,49,38,17,2,1
尾ノ上１丁目,1936,894,1042,108,100,154,136,140,138,139,162,206,223,201,193,216,214,151,119,98,74,44,13,1
尾ノ上２丁目,1629,778,851,92,111,150,150,159,149,125,140,144,172,199,203,203,151,78,64,60,33,19,5,0
尾ノ上３丁目,1272,561,711,88,81,73,96,98,112,83,111,117,125,116,167,145,131,72,73,49,61,29,6,0
尾ノ上４丁目,2454,1139,1315,181,190,159,235,208,183,245,221,263,306,296,213,205,193,164,133,96,66,32,2,2
帯山１丁目,2663,1204,1459,159,195,198,280,192,160,181,210,248,292,269,253,233,282,235,158,159,106,48,6,3
帯山２丁目,1633,701,932,87,109,128,139,184,158,85,139,191,173,167,170,137,147,87,84,72,42,27,6,2
帯山３丁目,2890,1359,1531,185,223,314,279,208,193,182,251,332,310,300,263,237,273,187,148,142,132,72,17,1
帯山４丁目（中央区）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帯山４丁目（東区）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帯山５丁目,2425,1133,1292,116,146,153,195,195,171,170,164,202,229,215,292,271,273,192,170,158,174,62,9,1
帯山６丁目,957,443,514,63,81,74,73,45,63,87,88,88,106,88,83,103,102,63,45,64,51,28,5,0
帯山７丁目,2311,1097,1214,153,182,144,159,214,164,233,203,250,261,230,237,243,240,162,136,87,64,33,10,3
帯山８丁目,575,273,302,50,54,32,33,49,47,51,66,51,80,60,67,58,56,41,15,18,12,8,0,0
帯山９丁目,885,392,493,46,63,75,54,87,60,73,79,105,112,91,103,93,82,48,42,32,26,6,0,0
小峯１丁目,585,285,300,59,50,54,38,38,28,51,71,60,63,41,37,53,60,60,38,36,20,12,1,0
小峯２丁目,1081,493,588,65,75,73,87,69,75,107,108,128,117,115,113,97,119,102,57,33,20,10,4,0
小峯３丁目,1194,563,631,154,76,59,63,86,156,203,135,148,114,83,100,85,80,68,48,54,25,16,4,0
小峯４丁目,156,77,79,20,20,19,17,14,8,17,23,14,16,10,18,8,8,6,8,2,0,4,1,0
小山町,584,262,322,76,50,27,17,24,35,59,65,38,19,38,45,39,68,56,73,35,39,26,15,2
鹿帰瀬町,345,181,164,30,28,10,12,20,22,37,34,30,16,34,36,52,58,33,23,17,25,8,0,1
梶尾町,3738,1761,1977,288,253,257,303,284,231,276,349,378,379,369,362,375,423,253,243,218,159,83,13,3
鍛冶屋町,244,117,127,44,27,10,14,11,17,23,46,40,41,19,18,19,8,7,6,7,1,2,1,0
春日１丁目,1251,576,675,87,108,61,93,79,118,85,114,137,150,149,134,130,130,82,66,52,38,13,1,0
春日２丁目,575,280,295,75,33,15,21,25,41,80,100,80,70,64,61,49,66,25,15,12,9,13,1,0
春日３丁目,725,344,381,89,53,27,19,37,98,140,133,114,79,50,31,55,36,26,27,22,20,13,0,0
春日４丁目,1275,594,681,82,75,68,78,64,83,117,106,141,124,106,114,141,143,119,113,84,56,38,11,6
春日５丁目,448,220,228,17,15,29,27,29,21,17,22,39,67,47,55,48,66,78,46,20,12,10,2,1
春日６丁目,434,196,238,22,37,19,31,20,25,65,14,37,41,34,35,40,48,42,39,40,26,13,2,0
春日７丁目,1354,607,747,92,66,73,90,94,105,121,103,150,148,95,131,124,159,117,104,73,60,43,12,1
春日８丁目,690,326,364,38,68,56,38,40,37,50,35,83,68,71,74,73,69,42,57,62,34,17,2,2
鹿子木町,1341,595,746,121,108,99,157,104,104,88,116,170,151,101,82,107,130,90,96,59,34,16,2,1
釜尾町,168,79,89,10,7,1,2,14,9,7,11,8,10,7,21,20,50,15,13,10,21,11,0,0
上鍛冶屋町,181,65,116,9,12,3,8,16,19,26,19,15,13,16,12,24,23,14,6,7,3,0,1,0
上京塚町,80,39,41,5,2,0,0,13,18,14,17,5,7,20,0,7,2,0,3,4,2,0,0,0
上熊本１丁目,1098,528,570,38,45,76,90,71,65,67,86,127,119,103,119,130,143,130,91,55,42,21,7,1
上熊本２丁目,1093,510,583,88,65,70,82,74,126,128,121,136,136,111,97,101,80,62,40,26,31,25,2,2
上熊本３丁目,1581,704,877,66,85,135,137,168,125,117,128,148,149,132,149,213,165,132,113,62,39,18,4,0
