人口統計表,総人口,男性,女性,0〜4歳,5〜9歳,10〜14歳,15〜19歳,20〜24歳,25〜29歳,30〜34歳,35〜39歳,40〜44歳,45〜49歳,50〜54歳,55〜59歳,60〜64歳,65〜69歳,70〜74歳,75〜79歳,80〜84歳,85〜89歳,90〜94歳,95〜99歳,100歳以上
会富町,693,329,364,42,57,51,59,40,33,59,88,62,75,54,62,50,102,46,53,49,28,9,2,1
秋津１丁目,776,372,404,49,50,75,84,57,47,55,73,106,93,87,71,73,51,43,48,37,31,15,3,0
秋津２丁目,1013,474,539,88,68,107,78,90,92,83,91,118,105,107,111,99,85,50,35,46,27,7,0,0
秋津３丁目,791,386,405,102,89,92,71,48,74,80,74,110,73,73,46,52,66,46,38,13,22,6,2,0
秋津新町,86,40,46,0,0,1,3,15,1,6,0,6,4,17,3,8,22,11,7,7,1,8,4,2
秋津町秋田,2264,1025,1239,79,97,180,213,205,193,135,127,183,199,247,310,282,301,172,134,98,82,32,18,2
秋津町沼山津,69,31,38,13,14,5,2,3,5,24,8,4,9,4,5,2,1,0,0,0,1,0,0,0
荒尾町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改寄町,1302,610,692,111,92,74,82,110,94,115,116,132,104,121,141,157,137,83,106,73,45,12,6,1
安政町,97,38,59,1,2,7,8,7,5,9,8,8,10,13,12,8,19,3,2,6,4,2,1,0
井川淵町,139,57,82,8,6,8,10,3,5,19,14,18,16,9,13,10,7,12,17,12,3,6,0,0
池亀町,710,362,348,50,36,28,25,99,48,75,49,67,38,70,68,91,116,85,46,43,26,8,3,1
池田１丁目,2651,1251,1400,150,165,181,251,233,166,205,210,272,287,288,256,292,313,180,129,148,119,46,11,0
池田２丁目,649,350,299,32,19,22,68,93,45,64,55,54,62,88,60,55,85,69,49,43,21,11,4,0
池田４丁目,548,306,242,32,8,23,62,135,74,47,47,57,32,39,31,49,89,44,26,27,17,14,1,0
池上町,244,113,131,24,20,13,7,10,33,40,29,27,13,8,29,32,37,13,7,6,8,1,0,0
石原町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出水１丁目,1220,525,695,45,54,61,97,113,106,87,71,114,124,168,149,104,141,87,52,93,53,20,5,1
出水２丁目,575,261,314,15,34,51,45,43,14,36,35,58,67,49,79,61,97,46,33,30,20,18,4,1
出水３丁目,116,56,60,5,3,16,6,8,7,8,3,14,8,9,10,26,19,4,8,11,5,2,0,0
出水５丁目,1973,921,1052,142,144,175,202,108,112,127,187,225,215,161,191,212,217,135,107,97,92,32,13,0
出水６丁目,3508,1647,1861,254,301,272,298,231,288,344,383,415,338,321,318,350,336,231,176,183,77,29,10,0
出水７丁目,2428,1125,1303,151,123,146,193,131,182,157,192,198,215,216,219,218,282,227,275,227,134,49,17,1
出水８丁目,1821,846,975,157,120,104,125,127,135,165,164,164,144,182,182,211,180,135,120,141,71,30,7,3
和泉町,337,171,166,17,12,26,32,23,19,32,22,32,20,25,37,41,58,29,22,33,22,6,0,0
板屋町,18,7,11,0,1,1,0,1,0,0,5,0,0,1,0,2,5,2,1,2,2,2,0,0
出仲間１丁目,754,361,393,87,87,56,59,41,61,81,80,95,65,64,92,73,73,36,28,15,14,8,0,0
出仲間２丁目,480,213,267,24,43,38,23,36,50,32,45,46,44,45,41,42,50,32,46,26,17,11,2,0
出仲間３丁目,746,362,384,93,95,69,75,59,77,87,114,93,71,58,65,56,36,30,13,6,9,2,0,0
出仲間４丁目,1191,567,624,86,109,119,115,87,69,97,114,162,145,127,76,80,100,95,90,59,19,6,2,1
出仲間５丁目,716,358,358,60,86,77,71,61,45,54,73,94,121,75,52,43,51,26,35,30,18,2,0,0
出仲間６丁目,1043,499,544,91,84,70,86,110,97,93,124,107,113,109,100,99,104,35,32,52,31,5,0,0
出仲間７丁目,1078,484,594,86,101,99,88,78,86,80,114,131,85,112,101,100,84,80,40,49,37,11,0,0
出仲間８丁目,584,285,299,50,41,53,71,36,38,43,61,78,86,63,58,34,39,40,45,17,9,3,4,0
出仲間９丁目,334,143,191,57,28,19,20,38,51,60,62,36,17,33,14,15,12,6,6,0,2,1,0,0
今町,879,387,492,26,34,53,66,58,44,47,43,79,72,86,63,119,136,99,78,61,52,32,14,4
魚屋町１丁目,14,4,10,0,0,0,0,0,0,5,1,0,0,1,1,1,4,3,0,0,2,0,0,0
魚屋町２丁目,14,6,8,1,0,2,0,2,0,2,1,2,0,0,0,0,0,6,0,2,2,0,0,0
魚屋町３丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
海路口町,281,137,144,39,28,25,23,20,13,27,39,36,26,36,15,18,25,10,10,12,11,4,1,0
薄場町,44,20,24,3,8,4,5,2,3,0,10,8,6,1,2,0,6,1,2,0,3,0,0,0
打越町,1734,820,914,131,95,98,134,107,118,158,155,177,171,132,173,191,239,164,95,111,63,37,5,0
内田町,1215,598,617,74,66,87,88,81,88,71,88,126,112,118,139,137,166,100,100,80,72,15,4,1
内坪井町,764,342,422,54,46,69,58,28,44,67,70,86,100,60,52,77,77,57,67,39,27,20,6,2
江越１丁目,801,386,415,72,57,43,76,70,113,83,101,128,127,96,65,41,39,25,18,12,15,5,1,0
江越２丁目,292,132,160,41,23,10,16,15,14,43,50,32,13,22,18,34,43,14,10,9,13,3,0,1
画図町大字上無田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
画図町大字重富,2422,1130,1292,292,247,182,158,153,160,237,292,242,160,194,237,282,261,164,143,70,59,12,6,1
画図町大字下江津,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
画図町大字下無田,917,425,492,47,68,48,54,62,61,56,70,91,70,82,76,110,160,80,86,62,34,14,7,4
画図町大字所島,852,399,453,65,108,80,68,37,51,68,84,112,49,68,88,103,103,36,43,30,33,14,11,0
江津１丁目,218,107,111,20,11,15,14,3,10,16,23,22,30,18,20,22,25,26,23,19,7,1,0,0
榎町,2095,994,1101,132,102,157,191,155,116,155,169,209,219,203,241,235,257,170,154,148,46,23,7,0
大江１丁目,2212,1080,1132,100,106,148,209,289,211,221,201,195,241,226,202,235,211,156,124,97,70,31,16,3
大江２丁目,1032,523,509,66,48,52,86,127,118,103,90,92,82,138,119,90,106,62,65,37,42,28,2,2
大江３丁目,1637,784,853,230,152,158,132,98,120,234,260,201,195,168,130,87,72,62,39,44,20,16,3,0
大江４丁目,1669,715,954,74,93,124,130,115,131,130,153,181,189,190,177,130,189,116,103,79,53,19,6,2
大江５丁目,845,360,485,37,49,31,60,87,51,58,45,95,81,101,82,94,82,74,58,51,43,14,10,2
大江６丁目,1830,822,1008,149,170,162,159,148,125,123,215,296,244,192,138,121,110,103,64,52,59,16,5,1
大江本町,467,209,258,9,18,15,24,58,64,41,46,41,49,59,50,50,54,33,29,18,15,3,0,0
大窪１丁目,192,85,107,12,8,9,12,10,24,14,18,15,13,8,14,24,25,21,17,18,14,1,0,0
大窪２丁目,292,155,137,21,11,8,17,18,35,19,33,32,18,36,27,45,40,35,14,19,10,5,4,0
大窪３丁目,266,121,145,11,6,11,7,22,41,24,16,27,15,8,28,48,37,25,21,20,12,6,2,0
大窪４丁目,276,144,132,21,13,10,14,28,44,37,34,37,36,25,21,27,25,22,10,9,3,3,1,0
大窪５丁目,779,360,419,35,31,31,62,59,39,78,49,63,69,79,68,104,106,109,66,51,27,12,1,0
大鳥居町,223,117,106,16,9,9,8,13,20,17,14,18,16,14,33,39,33,17,9,22,26,3,3,1
岡田町,486,225,261,31,42,35,22,42,41,46,43,56,48,32,50,50,44,42,33,28,15,6,5,0
沖新町,1868,886,982,86,118,109,149,137,138,146,128,128,206,216,228,168,220,143,155,157,86,22,13,1
奥古閑町,867,440,427,86,49,74,76,75,72,93,79,87,82,90,110,98,66,33,38,45,34,14,6,0
小島上町,106,54,52,4,4,4,2,6,14,6,8,2,11,9,11,13,25,14,9,9,4,4,1,0
小島下町,631,308,323,32,40,35,49,33,44,50,52,48,39,54,69,94,94,51,59,43,39,12,2,0
尾ノ上１丁目,1938,873,1065,108,98,154,144,148,124,145,182,229,220,185,185,202,239,127,122,93,68,28,9,1
尾ノ上２丁目,1651,799,852,112,125,135,177,160,139,151,142,161,186,198,232,176,121,70,80,47,21,14,3,0
尾ノ上３丁目,1275,560,715,81,97,76,111,102,94,117,112,122,138,135,157,121,134,70,40,57,40,26,3,2
尾ノ上４丁目,2412,1124,1288,186,161,182,250,190,174,226,228,334,249,308,214,205,202,157,103,90,44,24,8,1
帯山１丁目,2747,1232,1515,169,186,250,255,218,146,177,241,300,313,256,214,267,309,194,158,159,99,46,21,1
帯山２丁目,1669,730,939,90,120,125,173,183,136,115,166,184,186,187,173,138,113,92,77,61,53,19,7,1
帯山３丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帯山５丁目,2472,1162,1310,105,154,194,196,208,176,171,157,223,237,226,269,280,269,171,177,197,154,57,11,2
帯山６丁目,947,437,510,66,87,71,66,39,66,92,82,96,100,85,82,100,103,42,56,74,50,24,3,0
帯山７丁目,2377,1143,1234,201,182,157,167,220,220,238,253,237,267,226,214,241,253,131,116,92,63,27,13,2
帯山８丁目,574,280,294,65,37,32,38,43,55,60,81,67,60,63,62,46,56,39,16,17,12,3,2,0
帯山９丁目,833,364,469,47,57,56,63,86,60,58,88,117,90,82,98,95,64,47,32,34,19,3,1,0
小峯１丁目,583,277,306,40,45,51,45,37,39,67,46,63,47,47,53,52,71,48,39,32,25,11,2,0
小峯２丁目,1124,509,615,69,76,83,87,95,100,128,103,127,114,103,114,123,116,86,48,33,18,7,3,0
小峯３丁目,1116,531,585,104,64,59,72,95,171,168,149,132,110,76,98,89,86,49,55,35,27,6,2,0
小峯４丁目,116,56,60,8,14,12,23,7,2,7,12,18,12,18,8,5,9,5,5,2,1,4,0,0
小山町,475,205,270,41,18,19,18,14,31,31,23,27,20,37,43,38,69,53,62,40,43,39,14,0
鹿帰瀬町,347,177,170,35,15,10,15,20,28,32,40,22,30,29,48,52,53,31,13,20,22,8,1,0
梶尾町,3642,1704,1938,260,238,257,335,262,225,309,327,385,329,372,366,395,374,246,226,211,153,59,14,3
鍛冶屋町,228,110,118,38,23,6,15,18,11,39,42,42,30,19,12,15,6,5,8,4,3,1,1,0
春日１丁目,1310,603,707,106,109,80,73,86,104,110,138,154,164,139,156,135,111,75,64,46,45,14,3,1
春日２丁目,507,241,266,62,25,13,22,23,48,66,89,71,49,55,50,52,53,22,13,13,15,7,0,0
春日３丁目,683,323,360,107,37,19,17,36,97,178,120,82,67,34,50,34,38,23,27,12,20,6,2,0
春日４丁目,1270,592,678,77,74,64,72,72,88,113,118,142,123,111,109,134,156,138,86,83,58,30,10,4
春日５丁目,486,245,241,16,19,40,31,18,25,22,27,64,56,48,70,52,88,58,52,16,18,6,5,0
春日６丁目,473,206,267,31,36,28,27,21,35,45,25,37,42,35,44,42,54,34,48,46,31,16,2,0
春日７丁目,1445,676,769,102,73,98,112,114,148,99,137,166,128,119,121,142,148,103,110,86,71,34,10,0
春日８丁目,755,361,394,50,58,60,44,56,38,48,82,76,66,86,57,82,76,43,68,70,37,14,5,0
鹿子木町,1378,613,765,117,119,143,158,107,98,105,137,166,133,102,89,111,135,82,76,59,34,15,3,2
釜尾町,188,87,101,8,7,2,2,23,14,6,14,4,13,17,24,28,38,14,13,20,21,7,0,0
