year,delta_noexp,exp_terms,exp,macro,inertia,other
2026,6.5511235615814325,0.0,0.0,0.0,0.007646302554741524,6.543477259026691
2027,6.5511235615814325,0.0,0.0,0.0,0.007646302554741524,6.543477259026691
2028,6.5511235615814325,0.0,0.0,0.0,0.007646302554741524,6.543477259026691
