year,exp,macro,inertia,other,delta_noexp,exp_terms
2026,0.0,4.637540399518718,-4.391280804914054,11.164778781507962,11.411038376112627,0.0
2027,0.0,4.637540399518718,-4.391280804914054,11.164778781507962,11.411038376112627,0.0
2028,0.0,4.637540399518718,-4.391280804914054,11.164778781507962,11.411038376112627,0.0
